book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count,book_size
just ella,margaret peterson haddix,33018,240,fantasy,yes,73,female,3.98,519150,average
palace of mirrors,margaret peterson haddix,12093,297,fantasy,yes,73,female,3.98,519150,average
among the enemy,margaret peterson haddix,17215,240,science fiction-dystopia,yes,73,female,3.98,519150,average
among the impostors,margaret peterson haddix,27300,172,young adult,yes,73,female,3.98,519150,average
double identity,margaret peterson haddix,15141,218,young adult,no,73,female,3.98,519150,average
among the free,margaret peterson haddix,15328,208,science fiction-dystopia,yes,73,female,3.98,519150,average
torn,margaret peterson haddix,7958,352,science fiction,yes,73,female,3.98,519150,average
knots and crosses,ian rankin,39357,228,mystery,yes,202,male,3.95,316491,average
the hanging garden,ian rankin,9788,411,mystery-crime,yes,202,male,3.95,316491,average
black and blue,ian rankin,12790,352,mystery-crime,yes,202,male,3.95,316491,average
the impossible dead,ian rankin,8346,391,mystery,yes,202,male,3.95,316491,average
exit music,ian rankin,12945,400,mystery,yes,202,male,3.95,316491,average
let it bleed,ian rankin,11016,292,mystery-crime,yes,202,male,3.95,316491,average
dead souls,ian rankin,7597,482,mystery-crime,yes,202,male,3.95,316491,average
the naming of the dead,ian rankin,8846,517,mystery-crime,yes,202,male,3.95,316491,average
set in darkness,ian rankin,7936,466,mystery-crime,yes,202,male,3.95,316491,average
beggars banquet,ian rankin,2295,560,mystery-crime,yes,202,male,3.95,316491,bulky
a question of blood,ian rankin,9667,440,mystery-crime,yes,202,male,3.95,316491,average
the falls,ian rankin,9914,479,mystery,yes,202,male,3.95,316491,average
tooth and nail,ian rankin,12698,277,mystery-crime,yes,202,male,3.95,316491,average
hide and seek,ian rankin,14735,224,mystery,yes,202,male,3.95,316491,average
strip jack,ian rankin,10047,269,mystery-crime,yes,202,male,3.95,316491,average
mortal causes,ian rankin,8489,278,mystery-crime,yes,202,male,3.95,316491,average
resurrection men,ian rankin,9480,528,mystery,yes,202,male,3.95,316491,average
standing in another man's grave,ian rankin,13044,388,mystery,yes,202,male,3.95,316491,average
fleshmarket close,ian rankin,9620,482,mystery-crime,yes,202,male,3.95,316491,average
the complaints,ian rankin,11141,381,mystery,yes,202,male,3.95,316491,average
the black book,ian rankin,10161,352,mystery-crime,yes,202,male,3.95,316491,average
liquor,poppy z. brite,2509,339,fiction,yes,152,female,3.9,89021,average
the crow: the lazarus heart,poppy z. brite,1431,336,horror,yes,152,female,3.9,89021,average
prime,poppy z. brite,1447,304,fiction,yes,152,female,3.9,89021,average
soul kitchen,poppy z. brite,1235,288,fiction,yes,152,female,3.9,89021,average
wormwood: a collection of short stories,poppy z. brite,5199,256,horror,no,152,female,3.9,89021,average
lost souls,poppy z. brite,16242,355,horror,no,152,female,3.9,89021,average
exquisite corpse,poppy z. brite,9760,240,horror,no,152,female,3.9,89021,average
drawing blood,poppy z. brite,9432,416,horror,no,152,female,3.9,89021,average
haunted sister,lael littke,506,224,young adult,no,51,female,3.73,5290,average
unless,carol shields,12617,320,fiction,no,54,female,3.79,70422,average
larry's party,carol shields,7923,352,fiction,no,54,female,3.79,70422,average
the stone diaries,carol shields,35854,361,fiction,no,54,female,3.79,70422,average
eight million ways to die,lawrence block,5919,384,mystery,yes,499,male,3.87,182003,average
burglars can't be choosers,lawrence block,5212,293,mystery,yes,499,male,3.87,182003,average
the sins of the fathers,lawrence block,9199,182,mystery,yes,499,male,3.87,182003,average
a dance at the slaughterhouse,lawrence block,3956,294,mystery,yes,499,male,3.87,182003,average
a walk among the tombstones,lawrence block,5353,339,mystery,yes,499,male,3.87,182003,average
hope to die,lawrence block,2136,400,mystery,yes,499,male,3.87,182003,average
the devil knows you're dead,lawrence block,2596,338,mystery,yes,499,male,3.87,182003,average
a ticket to the boneyard,lawrence block,3148,292,mystery,yes,499,male,3.87,182003,average
a long line of dead men,lawrence block,2434,338,mystery,yes,499,male,3.87,182003,average
time to murder and create,lawrence block,3902,170,mystery,yes,499,male,3.87,182003,average
a stab in the dark,lawrence block,4130,180,mystery,yes,499,male,3.87,182003,average
random walk,lawrence block,174,300,fiction,no,499,male,3.87,182003,average
small town,lawrence block,1036,496,mystery,no,499,male,3.87,182003,average
when the sacred ginmill closes,lawrence block,4853,272,mystery,yes,499,male,3.87,182003,average
feather,abra ebner,894,352,fantasy-paranormal,yes,12,female,3.67,4184,average
book of love,abra ebner,1583,367,young adult,yes,12,female,3.67,4184,average
guardian,abra ebner,482,314,fantasy-paranormal,yes,12,female,3.67,4184,average
raven,abra ebner,436,316,fantasy-paranormal,yes,12,female,3.67,4184,average
well-schooled in murder,elizabeth george,21805,432,mystery,yes,171,female,4.3,29621,average
well-schooled in murder,elizabeth george,21805,432,mystery,yes,75,female,3.98,290730,average
playing for the ashes,elizabeth george,13516,619,mystery,yes,171,female,4.3,29621,bulky
playing for the ashes,elizabeth george,13516,619,mystery,yes,75,female,3.98,290730,bulky
for the sake of elena,elizabeth george,13093,388,mystery,yes,171,female,4.3,29621,average
for the sake of elena,elizabeth george,13093,388,mystery,yes,75,female,3.98,290730,average
a suitable vengeance,elizabeth george,13546,449,mystery,yes,171,female,4.3,29621,average
a suitable vengeance,elizabeth george,13546,449,mystery,yes,75,female,3.98,290730,average
careless in red,elizabeth george,13613,640,mystery,yes,171,female,4.3,29621,bulky
careless in red,elizabeth george,13613,640,mystery,yes,75,female,3.98,290730,bulky
deception on his mind,elizabeth george,9623,716,mystery,yes,171,female,4.3,29621,bulky
deception on his mind,elizabeth george,9623,716,mystery,yes,75,female,3.98,290730,bulky
loving god with all your mind,elizabeth george,1580,304,christian,no,171,female,4.3,29621,average
loving god with all your mind,elizabeth george,1580,304,christian,no,75,female,3.98,290730,average
what came before he shot her,elizabeth george,8055,560,mystery,yes,171,female,4.3,29621,bulky
what came before he shot her,elizabeth george,8055,560,mystery,yes,75,female,3.98,290730,bulky
in pursuit of the proper sinner,elizabeth george,12476,718,mystery,yes,171,female,4.3,29621,bulky
in pursuit of the proper sinner,elizabeth george,12476,718,mystery,yes,75,female,3.98,290730,bulky
payment in blood,elizabeth george,17898,432,mystery,yes,171,female,4.3,29621,average
payment in blood,elizabeth george,17898,432,mystery,yes,75,female,3.98,290730,average
a place of hiding,elizabeth george,8535,800,mystery,yes,171,female,4.3,29621,bulky
a place of hiding,elizabeth george,8535,800,mystery,yes,75,female,3.98,290730,bulky
in the presence of the enemy,elizabeth george,10562,656,mystery,yes,171,female,4.3,29621,bulky
in the presence of the enemy,elizabeth george,10562,656,mystery,yes,75,female,3.98,290730,bulky
a traitor to memory,elizabeth george,9689,1009,mystery,yes,171,female,4.3,29621,bulky
a traitor to memory,elizabeth george,9689,1009,mystery,yes,75,female,3.98,290730,bulky
with no one as witness,elizabeth george,11760,784,mystery,yes,171,female,4.3,29621,bulky
with no one as witness,elizabeth george,11760,784,mystery,yes,75,female,3.98,290730,bulky
missing joseph,elizabeth george,11414,576,mystery,yes,171,female,4.3,29621,bulky
missing joseph,elizabeth george,11414,576,mystery,yes,75,female,3.98,290730,bulky
a woman after god's own heart,elizabeth george,19765,303,christian,no,171,female,4.3,29621,average
a woman after god's own heart,elizabeth george,19765,303,christian,no,75,female,3.98,290730,average
a great deliverance,elizabeth george,37504,413,mystery,yes,171,female,4.3,29621,average
a great deliverance,elizabeth george,37504,413,mystery,yes,75,female,3.98,290730,average
twisted,laurie halse anderson,33883,250,young adult,no,55,female,3.99,856738,average
catalyst,laurie halse anderson,16288,232,young adult,no,55,female,3.99,856738,average
speak,laurie halse anderson,477873,214,young adult,no,55,female,3.99,856738,average
the seeds of america trilogy: chains / forge / ashes,laurie halse anderson,75,928,historical-historical fiction,no,55,female,3.99,856738,bulky
speak: the graphic novel,laurie halse anderson,10515,376,sequential art-graphic novels,no,55,female,3.99,856738,average
forge,laurie halse anderson,13334,297,historical-historical fiction,yes,55,female,3.99,856738,average
prom,laurie halse anderson,8441,215,young adult,no,55,female,3.99,856738,average
speak,laurie halse anderson,477097,224,young adult,no,55,female,3.99,856738,average
wintergirls,laurie halse anderson,105731,278,young adult,no,55,female,3.99,856738,average
fever 1793,laurie halse anderson,101876,252,historical-historical fiction,no,55,female,3.99,856738,average
the impossible knife of memory,laurie halse anderson,26191,391,young adult,no,55,female,3.99,856738,average
chains,laurie halse anderson,45928,316,historical-historical fiction,yes,55,female,3.99,856738,average
thursday's child,noel streatfeild,1203,256,childrens,yes,100,female,4.02,56315,average
dancing shoes,noel streatfeild,5040,368,childrens,yes,100,female,4.02,56315,average
theater shoes,noel streatfeild,4909,272,childrens,yes,100,female,4.02,56315,average
white boots,noel streatfeild,3217,288,childrens,yes,100,female,4.02,56315,average
a vicarage family: a biography of myself,noel streatfeild,356,224,nonfiction,no,100,female,4.02,56315,average
ballet shoes,noel streatfeild,31886,233,childrens,yes,100,female,4.02,56315,average
jude,kate morgenroth,1442,288,young adult,no,6,female,3.82,3750,average
the postmistress,sarah blake,39869,11,historical-historical fiction,no,7,female,3.38,925,light
the postmistress,sarah blake,39869,11,historical-historical fiction,no,4,female,3.4,55448,light
grange house,sarah blake,1219,384,historical-historical fiction,no,7,female,3.38,925,average
grange house,sarah blake,1219,384,historical-historical fiction,no,4,female,3.4,55448,average
who ordered this truckload of dung?: inspiring stories for welcoming life's difficulties,ajahn brahm,4063,288,religion-buddhism,no,42,male,4.29,8645,average
knife edge,malorie blackman,16758,364,young adult,yes,115,female,4.1,120452,average
checkmate,malorie blackman,14215,528,young adult,yes,115,female,4.1,120452,average
double cross,malorie blackman,10486,480,young adult,yes,115,female,4.1,120452,average
chasing the stars,malorie blackman,1296,489,science fiction,no,115,female,4.1,120452,average
noughts & crosses,malorie blackman,47862,479,young adult,yes,115,female,4.1,120452,average
boys don't cry,malorie blackman,7790,302,young adult,yes,115,female,4.1,120452,average
the vesuvius club,mark gatiss,5254,240,mystery,yes,79,male,3.91,20618,average
"the vesuvius club graphic novel (lucifer box,#1)",mark gatiss,155,105,sequential art-graphic novels,no,79,male,3.91,20618,light
doctor who: nightshade,mark gatiss,479,231,media tie in-doctor who,yes,79,male,3.91,20618,average
ivy and bean,annie barrows,13776,120,childrens,yes,46,female,4.18,210176,light
ivy and bean and the ghost that had to go,annie barrows,4771,128,childrens,yes,46,female,4.18,210176,light
ivy and bean break the fossil record,annie barrows,4638,132,fiction,yes,46,female,4.18,210176,light
ivy and bean take care of the babysitter,annie barrows,4448,122,childrens,yes,46,female,4.18,210176,light
ivy and bean: bound to be bad,annie barrows,2752,128,fiction,yes,46,female,4.18,210176,light
ivy and bean: doomed to dance,annie barrows,2842,129,childrens,yes,46,female,4.18,210176,light
what's the big idea?,annie barrows,2299,128,fiction,yes,46,female,4.18,210176,light
the magic half,annie barrows,3811,212,fantasy,yes,46,female,4.18,210176,average
magic in the mix,annie barrows,365,288,fantasy,yes,46,female,4.18,210176,average
helmet for my pillow,robert leckie,14720,336,history,no,42,male,4.17,18259,average
silverlock,john myers myers,1466,384,fantasy,no,24,male,3.82,2165,average
cross my heart,katie klein,18771,225,young adult,yes,11,female,3.92,24348,average
"mr. fitzwilliam darcy, the last man in the world: a pride and prejudice variation",abigail reynolds,2282,248,romance,no,33,female,3.83,23089,average
from lambton to longbourn,abigail reynolds,2080,141,romance,no,33,female,3.83,23089,light
to conquer mr. darcy,abigail reynolds,2420,407,romance,no,33,female,3.83,23089,average
the doctor's wife,elizabeth brundage,7887,342,fiction,no,6,female,3.56,20187,average
all things cease to appear,elizabeth brundage,8121,400,fiction,no,6,female,3.56,20187,average
somebody else's daughter,elizabeth brundage,3582,342,fiction,no,6,female,3.56,20187,average
the rainbow goblins,ul de rico,1447,32,childrens-picture books,no,3,male,4.39,1569,light
spartan,valerio massimo manfredi,4613,448,historical-historical fiction,no,80,male,3.81,47469,average
the ends of the earth,valerio massimo manfredi,4383,464,historical-historical fiction,yes,80,male,3.81,47469,average
alexandros: la trilogia,valerio massimo manfredi,1258,874,historical,yes,80,male,3.81,47469,bulky
l'armata perduta,valerio massimo manfredi,2608,413,historical-historical fiction,no,80,male,3.81,47469,average
il giuramento,valerio massimo manfredi,1564,360,historical-historical fiction,yes,80,male,3.81,47469,average
the sands of ammon,valerio massimo manfredi,5301,416,historical-historical fiction,yes,80,male,3.81,47469,average
alexander: child of a dream,valerio massimo manfredi,6375,368,historical-historical fiction,yes,80,male,3.81,47469,average
keys to the repository,melissa de la cruz,12740,227,paranormal-vampires,yes,100,female,3.81,631207,average
the birthday girl,melissa de la cruz,2575,352,mystery,no,100,female,3.81,631207,average
wolf pact,melissa de la cruz,1699,304,young adult,yes,100,female,3.81,631207,average
frozen,melissa de la cruz,8768,320,fantasy,yes,100,female,3.81,631207,average
the isle of the lost,melissa de la cruz,20378,320,fantasy,yes,100,female,3.81,631207,average
return to the isle of the lost,melissa de la cruz,6544,320,fantasy,yes,100,female,3.81,631207,average
rise of the isle of the lost,melissa de la cruz,3807,304,fantasy,yes,100,female,3.81,631207,average
alex and eliza,melissa de la cruz,13536,368,historical-historical fiction,yes,100,female,3.81,631207,average
escape from the isle of the lost,melissa de la cruz,1419,256,fantasy,yes,100,female,3.81,631207,average
blue bloods,melissa de la cruz,129647,302,young adult,yes,100,female,3.81,631207,average
masquerade,melissa de la cruz,84129,307,young adult,yes,100,female,3.81,631207,average
the van alen legacy,melissa de la cruz,63912,369,young adult,yes,100,female,3.81,631207,average
revelations,melissa de la cruz,73717,264,young adult,yes,100,female,3.81,631207,average
misguided angel,melissa de la cruz,37502,265,paranormal-vampires,yes,100,female,3.81,631207,average
lost in time,melissa de la cruz,25925,342,paranormal-vampires,yes,100,female,3.81,631207,average
gates of paradise,melissa de la cruz,12962,368,paranormal-vampires,yes,100,female,3.81,631207,average
bloody valentine,melissa de la cruz,22202,147,paranormal-vampires,yes,100,female,3.81,631207,light
"here, home, hope",kaira rouda,1245,310,womens fiction-chick lit,no,35,female,3.65,23298,average
sacred hearts,sarah dunant,11923,432,historical-historical fiction,no,26,female,3.78,143485,average
in the name of the family,sarah dunant,2832,453,historical-historical fiction,yes,26,female,3.78,143485,average
the birth of venus,sarah dunant,90812,427,historical-historical fiction,no,26,female,3.78,143485,average
in the company of the courtesan,sarah dunant,23092,368,historical-historical fiction,no,26,female,3.78,143485,average
dã©jame que te cuente,jorge bucay,7371,238,psychology,no,70,male,3.92,24102,average
amarse con los ojos abiertos,jorge bucay,2638,237,psychology,no,70,male,3.92,24102,average
cuentos para pensar,jorge bucay,4099,183,psychology,no,70,male,3.92,24102,average
raäunaj na mene,jorge bucay,996,300,psychology,no,70,male,3.92,24102,average
if it's not forever. it's not love.,durjoy datta,8604,239,romance,no,62,male,3.47,62203,average
when only love remains,durjoy datta,2757,278,romance,no,62,male,3.47,62203,average
our impossible love,durjoy datta,1984,289,romance,no,62,male,3.47,62203,average
of course i love you...! till i find someone better...,durjoy datta,15591,232,romance,no,62,male,3.47,62203,average
hold my hand,durjoy datta,2807,216,romance,no,62,male,3.47,62203,average
till the last breath,durjoy datta,5526,237,romance,no,62,male,3.47,62203,average
crenshaw,katherine applegate,21430,256,childrens-middle grade,no,271,female,3.99,456720,average
wishtree,katherine applegate,22105,208,childrens-middle grade,no,271,female,3.99,456720,average
beach blondes: june dreams / july's promise / august magic,katherine applegate,5375,721,young adult,yes,271,female,3.99,456720,bulky
ã la recherche de senna,katherine applegate,149,639,fantasy,yes,271,female,3.99,456720,bulky
gateway to the gods,katherine applegate,2043,176,fantasy,yes,271,female,3.99,456720,average
realm of the reaper,katherine applegate,2420,173,fantasy,yes,271,female,3.99,456720,average
mystify the magician,katherine applegate,1827,200,fantasy,yes,271,female,3.99,456720,average
fear the fantastic,katherine applegate,2154,186,fantasy,yes,271,female,3.99,456720,average
search for senna,katherine applegate,4938,208,fantasy,yes,271,female,3.99,456720,average
discover the destroyer,katherine applegate,2286,171,fantasy,yes,271,female,3.99,456720,average
land of loss,katherine applegate,3128,185,fantasy,yes,271,female,3.99,456720,average
brave the betrayal,katherine applegate,1992,197,fantasy,yes,271,female,3.99,456720,average
enter the enchanted,katherine applegate,2701,169,fantasy,yes,271,female,3.99,456720,average
understand the unknown,katherine applegate,1852,179,fantasy,yes,271,female,3.99,456720,average
inside the illusion,katherine applegate,1951,189,fantasy,yes,271,female,3.99,456720,average
the one and only ivan,katherine applegate,128879,307,childrens-middle grade,yes,271,female,3.99,456720,average
the captain is out to lunch and the sailors have taken over the ship,charles bukowski,4788,144,fiction,no,406,male,4.0,567973,light
the most beautiful woman in town & other stories,charles bukowski,8782,240,fiction,no,406,male,4.0,567973,average
hollywood,charles bukowski,19675,319,fiction,no,406,male,4.0,567973,average
south of no north,charles bukowski,7939,192,short stories,no,406,male,4.0,567973,average
factotum,charles bukowski,59519,208,fiction,no,406,male,4.0,567973,average
ham on rye,charles bukowski,80947,288,fiction,no,406,male,4.0,567973,average
women,charles bukowski,61783,291,fiction,no,406,male,4.0,567973,average
post office,charles bukowski,96838,162,fiction,no,406,male,4.0,567973,average
pulp,charles bukowski,29176,208,fiction,no,406,male,4.0,567973,average
tales of ordinary madness,charles bukowski,22092,238,fiction,no,406,male,4.0,567973,average
notes of a dirty old man,charles bukowski,20267,204,fiction,no,406,male,4.0,567973,average
hot water music,charles bukowski,12416,224,fiction,no,406,male,4.0,567973,average
blue octavo notebooks,franz kafka,904,120,nonfiction,no,1411,male,3.89,1103883,light
letters to milena,franz kafka,7171,298,nonfiction,no,1411,male,3.89,1103883,average
in the penal colony,franz kafka,15662,52,fiction,no,1411,male,3.89,1103883,light
stories 1904-1924,franz kafka,145,271,short stories,no,1411,male,3.89,1103883,average
ø§ùùø­ø§ùùø©,franz kafka,1527,245,fiction,no,1411,male,3.89,1103883,average
"diaries, 1910-1923",franz kafka,2715,521,nonfiction,no,1411,male,3.89,1103883,average
"the metamorphosis, in the penal colony, and other stories: the great short works of franz kafka",franz kafka,15182,352,fiction,no,1411,male,3.89,1103883,average
the sons,franz kafka,641,167,fiction,no,1411,male,3.89,1103883,average
la metamorfosi e â­nella colonia penale,franz kafka,410,96,classics,no,1411,male,3.89,1103883,light
the metamorphosis,franz kafka,609670,201,classics,no,1411,male,3.89,1103883,average
the trial,franz kafka,222072,255,classics,no,1411,male,3.89,1103883,average
the complete stories,franz kafka,23280,486,fiction,no,1411,male,3.89,1103883,average
the castle,franz kafka,42764,316,fiction,no,1411,male,3.89,1103883,average
amerika,franz kafka,22308,336,fiction,no,1411,male,3.89,1103883,average
letter to his father,franz kafka,14903,127,classics,no,1411,male,3.89,1103883,light
the metamorphosis and other stories,franz kafka,52221,224,classics,no,1411,male,3.89,1103883,average
the crowning glory of calla lily ponder,rebecca wells,9942,395,fiction,no,7,female,3.8,568216,average
divine secrets of the ya-ya sisterhood,rebecca wells,517625,383,fiction,yes,7,female,3.8,568216,average
little altars everywhere,rebecca wells,28431,288,fiction,yes,7,female,3.8,568216,average
the worst journey in the world,apsley cherry-garrard,6147,640,nonfiction,no,9,male,4.16,6233,bulky
jesus among other gods: the absolute claims of the christian message,ravi zacharias,9892,208,christian,no,88,male,4.2,39535,average
the lotus and the cross: jesus talks with buddha,ravi zacharias,1528,96,christian,yes,88,male,4.2,39535,light
beyond opinion: living the faith we defend,ravi zacharias,768,360,religion-christianity,no,88,male,4.2,39535,average
deliver us from evil: restoring the soul in a disintergrating culture,ravi zacharias,812,272,christian,no,88,male,4.2,39535,average
who made god?: and answers to over 100 other tough questions of faith,ravi zacharias,1089,239,christian,no,88,male,4.2,39535,average
why jesus?: rediscovering his truth in an age of mass marketed spirituality,ravi zacharias,1180,304,christian,no,88,male,4.2,39535,average
the end of reason: a response to the new atheists,ravi zacharias,2209,143,nonfiction,no,88,male,4.2,39535,light
the grand weaver: how god shapes us through the events of our lives,ravi zacharias,2733,208,christian,no,88,male,4.2,39535,average
eve of chaos,s.j. day,2387,362,fantasy-urban fantasy,yes,10,female,3.87,12422,average
eve of destruction,s.j. day,2719,414,fantasy-urban fantasy,yes,10,female,3.87,12422,average
eve of darkness,s.j. day,4385,344,fantasy-urban fantasy,yes,10,female,3.87,12422,average
the butterfly effect,james swallow,409,413,fiction,no,188,male,3.85,51079,average
the moon is down,john steinbeck,19742,144,fiction,no,371,male,3.93,3606000,light
in dubious battle,john steinbeck,11248,304,fiction,no,371,male,3.93,3606000,average
the pastures of heaven,john steinbeck,6613,207,fiction,no,371,male,3.93,3606000,average
the long valley,john steinbeck,4294,233,fiction,no,371,male,3.93,3606000,average
the wayward bus,john steinbeck,8849,261,fiction,no,371,male,3.93,3606000,average
ð£ð»ð¸ñð° ðð¾ð½ñðµñð²ð½ð° â¢ ðð»ð°ð³ð¾ð´ð°ñð½ð¸ññ ñðµñð²ññññðº,john steinbeck,266,440,fiction,no,371,male,3.93,3606000,average
the grapes of wrath,john steinbeck,733182,455,classics,no,371,male,3.93,3606000,average
the acts of king arthur and his noble knights,john steinbeck,5447,384,fiction,no,371,male,3.93,3606000,average
of mice and men,john steinbeck,1892789,103,classics,no,371,male,3.93,3606000,light
east of eden,john steinbeck,416741,601,classics,no,371,male,3.93,3606000,bulky
the pearl,john steinbeck,183544,96,classics,no,371,male,3.93,3606000,light
the grapes of wrath,john steinbeck,730106,479,classics,no,371,male,3.93,3606000,average
cannery row,john steinbeck,109759,181,classics,yes,371,male,3.93,3606000,average
the winter of our discontent,john steinbeck,37383,336,classics,no,371,male,3.93,3606000,average
tortilla flat,john steinbeck,42855,256,fiction,no,371,male,3.93,3606000,average
travels with charley: in search of america,john steinbeck,67528,214,nonfiction,no,371,male,3.93,3606000,average
to a god unknown,john steinbeck,9184,240,fiction,no,371,male,3.93,3606000,average
sweet thursday,john steinbeck,12737,249,fiction,yes,371,male,3.93,3606000,average
of mice and men/cannery row,john steinbeck,2795,250,fiction,no,371,male,3.93,3606000,average
the red pony,john steinbeck,46605,95,classics,no,371,male,3.93,3606000,light
the breach,patrick lee,7769,372,thriller,yes,6,male,4.04,28129,average
runner,patrick lee,7561,328,thriller,yes,6,male,4.04,28129,average
deep sky,patrick lee,4079,405,science fiction,yes,6,male,4.04,28129,average
ghost country,patrick lee,5156,384,thriller,yes,6,male,4.04,28129,average
everything matters!,ron currie jr.,6957,320,fiction,no,6,male,3.88,12646,average
god is dead,ron currie jr.,2970,182,fiction,no,6,male,3.88,12646,average
"quiet strength: the principles, practices & priorities of a winning life",tony dungy,9054,256,christian,no,37,male,4.14,18239,average
faking sweet,j.c. burke,231,304,young adult,no,11,female,3.48,2641,average
how to find a job: when there are no jobs a necessary job search and career planning guide for today's job market (find a job series),paul rega,233,135,nonfiction,no,6,male,3.46,815,light
the syndrome: inspired by a true story (book #1),paul rega,124,310,fiction,no,6,male,3.46,815,average
12 steps to freedom: a necessary career planning guide for prospering in today's job market (find a job series),paul rega,28,95,self help,no,6,male,3.46,815,light
trail of 32: the true story of a youthful spirit that knew not of defeat,paul rega,249,390,nonfiction,no,6,male,3.46,815,average
bite me,christopher moore,25304,309,humor,yes,34,male,3.97,697231,average
sacrã© bleu: a comedy d'art,christopher moore,29820,403,fiction,no,34,male,3.97,697231,average
practical demonkeeping,christopher moore,40915,256,humor,yes,34,male,3.97,697231,average
you suck,christopher moore,45653,328,humor,yes,34,male,3.97,697231,average
coyote blue,christopher moore,24325,303,fiction,no,34,male,3.97,697231,average
"lamb: the gospel according to biff, christ's childhood pal",christopher moore,147982,444,fiction,no,34,male,3.97,697231,average
a dirty job,christopher moore,101769,387,humor,yes,34,male,3.97,697231,average
fool,christopher moore,50035,311,humor,yes,34,male,3.97,697231,average
the stupidest angel: a heartwarming tale of christmas terror,christopher moore,39997,306,humor,yes,34,male,3.97,697231,average
the lust lizard of melancholy cove,christopher moore,31306,304,humor,yes,34,male,3.97,697231,average
island of the sequined love nun,christopher moore,29526,325,fiction,no,34,male,3.97,697231,average
"fluke: or, i know why the winged whale sings",christopher moore,37531,321,fiction,no,34,male,3.97,697231,average
bloodsucking fiends,christopher moore,58567,300,humor,yes,34,male,3.97,697231,average
hidden wings,cameo renae,6965,204,paranormal-angels,yes,39,female,4.16,24370,average
descent,cameo renae,1429,172,paranormal-angels,yes,39,female,4.16,24370,average
zombie apocalypse!,stephen jones,1936,478,horror-zombies,yes,88,male,4.16,176,average
zombie apocalypse!,stephen jones,1936,478,horror-zombies,yes,259,male,4.14,50457,average
coraline: a visual companion,stephen jones,874,240,art,no,88,male,4.16,176,average
coraline: a visual companion,stephen jones,874,240,art,no,259,male,4.14,50457,average
power thoughts: 12 strategies to win the battle of the mind,joyce meyer,2414,288,christian,no,858,female,4.34,122601,average
the penny,joyce meyer,2671,243,christian fiction,no,858,female,4.34,122601,average
i dare you: embrace life with passion,joyce meyer,1002,320,christian,no,858,female,4.34,122601,average
beauty for ashes: receiving emotional healing,joyce meyer,2466,272,christian,no,858,female,4.34,122601,average
do yourself a favor...forgive: learn how to take control of your life through forgiveness,joyce meyer,738,208,self help,no,858,female,4.34,122601,average
how to hear from god: learn to know his voice and make right decisions,joyce meyer,1272,289,christian,no,858,female,4.34,122601,average
"filled with the spirit, understanding gods power in your life",joyce meyer,163,152,christian,no,858,female,4.34,122601,light
battlefield of the mind: winning the battle in your mind,joyce meyer,56134,328,christian,no,858,female,4.34,122601,average
escorted,claire kent,11397,319,romance,yes,23,female,3.83,28054,average
touch of the demon,diana rowland,5976,440,fantasy-urban fantasy,yes,24,female,3.97,94647,average
secrets of the demon,diana rowland,8778,310,fantasy-urban fantasy,yes,24,female,3.97,94647,average
sins of the demon,diana rowland,7698,311,fantasy-urban fantasy,yes,24,female,3.97,94647,average
mark of the demon,diana rowland,13938,370,fantasy-urban fantasy,yes,24,female,3.97,94647,average
blood of the demon,diana rowland,9273,369,fantasy-urban fantasy,yes,24,female,3.97,94647,average
my life as a white trash zombie,diana rowland,12142,320,horror-zombies,yes,24,female,3.97,94647,average
latakia,j.f. smith,3085,340,romance-m m romance,no,6,male,4.2,6638,average
falling off the face of the earth,j.f. smith,1336,424,romance-m m romance,no,6,male,4.2,6638,average
bloodmark,aurora whittet,233,333,young adult,yes,5,female,4.02,457,average
paige turned,erynn mangum,406,288,christian fiction,yes,34,female,4.16,16068,average
paige torn,erynn mangum,602,291,christian fiction,yes,34,female,4.16,16068,average
paige rewritten,erynn mangum,481,304,christian fiction,yes,34,female,4.16,16068,average
sketchy behavior,erynn mangum,1030,214,young adult,no,34,female,4.16,16068,average
miss match,erynn mangum,3330,368,christian fiction,yes,34,female,4.16,16068,average
my revised christmas list,erynn mangum,99,68,holiday-christmas,no,34,female,4.16,16068,light
identical differences,erynn mangum,160,76,romance,no,34,female,4.16,16068,light
the christmas watch,erynn mangum,143,74,holiday-christmas,no,34,female,4.16,16068,light
easter carats,erynn mangum,129,57,christian fiction,no,34,female,4.16,16068,light
fish and chips,erynn mangum,169,65,christian fiction,no,34,female,4.16,16068,light
double shot,erynn mangum,1003,285,christian fiction,yes,34,female,4.16,16068,average
latte daze,erynn mangum,1186,299,christian fiction,yes,34,female,4.16,16068,average
match point,erynn mangum,1742,368,christian fiction,yes,34,female,4.16,16068,average
rematch,erynn mangum,1849,336,christian fiction,yes,34,female,4.16,16068,average
cool beans,erynn mangum,2021,298,christian fiction,yes,34,female,4.16,16068,average
the duke's redemption,carla capshaw,257,276,category romance-love inspired,no,13,female,4.15,2145,average
the gladiator,carla capshaw,701,282,romance,yes,13,female,4.15,2145,average
the champion,carla capshaw,508,284,romance,yes,13,female,4.15,2145,average
the protector,carla capshaw,488,281,romance,yes,13,female,4.15,2145,average
coming home,lydia michaels,2193,363,romance,yes,48,female,4.16,14810,average
falling in,lydia michaels,3408,337,romance,yes,48,female,4.16,14810,average
breaking out,lydia michaels,2301,324,romance,yes,48,female,4.16,14810,average
